date,symbol,setup_type,score,close,stop_loss,target,reasons,created_at
2026-06-05,ASIANPAINT.NS,momentum,8,2686.7,2563.28,2871.83,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:25:23.131778
2026-06-05,ADANIENSOL.NS,momentum,8,1579.0,1455.4,1764.4,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:25:23.132360
2026-06-05,HSCL.NS,macd_crossover,8,685.05,606.68,802.6,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:25:23.132987
2026-06-05,GAIL.NS,macd_crossover,8,167.4,156.71,183.43,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Near 20-day high, Recent SMA50/SMA100 bullish crossover, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:25:23.133557
2026-06-05,BOSCHLTD.NS,macd_crossover,8,37240.0,34430.16,41454.76,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Recent SMA50/SMA100 bullish crossover, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:25:23.134117
2026-06-08,GAIL.NS,macd_crossover,9,168.6,157.78,184.83,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Near 20-day high, Recent SMA50/SMA100 bullish crossover, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:25:50.675165
2026-06-08,NESTLEIND.NS,momentum,8,1398.9,1341.22,1485.42,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Stochastic oversold pullback",2026-07-08T21:25:50.675858
2026-06-09,APOLLOHOSP.NS,momentum_breakout,9,8524.0,8188.01,9027.99,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:26:18.395419
2026-06-09,ZYDUSLIFE.NS,momentum,8,1105.6,1051.2,1187.2,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:26:18.396183
2026-06-09,ENRIN.NS,momentum,8,3547.5,3252.73,3989.65,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:26:18.396788
2026-06-09,ASIANPAINT.NS,momentum,8,2708.1,2585.63,2891.81,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:26:18.397393
2026-06-09,DIVISLAB.NS,pullback_sma50,8,6753.0,6229.15,7538.78,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Pullback to SMA50 (18d after golden cross), Open-Low Same (conviction buy), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:26:18.397985
2026-06-09,PIDILITIND.NS,momentum,8,1481.8,1423.63,1569.06,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:26:18.398563
2026-06-09,GAIL.NS,momentum,8,167.59,159.04,180.41,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, Recent SMA50/SMA100 bullish crossover, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:26:18.399138
2026-06-10,PIDILITIND.NS,momentum_breakout,9,1506.5,1444.77,1599.1,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:26:45.503057
2026-06-10,AXISBANK.NS,macd_crossover,9,1314.5,1246.14,1417.04,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, Open-Low Same (conviction buy), Pullback to SMA100 support, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:26:45.503907
2026-06-10,HSCL.NS,momentum,8,693.0,624.52,795.72,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:26:45.504580
2026-06-10,ICICIBANK.NS,momentum_breakout,8,1293.3,1243.13,1368.56,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Outperforming index",2026-07-08T21:26:45.505222
2026-06-11,TORNTPHARM.NS,momentum_breakout,10,4572.2,4328.26,4938.11,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:27:12.056795
2026-06-11,CIPLA.NS,momentum,8,1383.3,1329.77,1463.6,"Uptrend (above rising SMA50), RSI in healthy zone, Recent SMA50/SMA100 bullish crossover, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, EMA 21 support pullback",2026-07-08T21:27:12.057510
2026-06-11,AXISBANK.NS,macd_crossover,8,1317.3,1248.07,1421.15,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Near 20-day high, Open-Low Same (conviction buy), Pullback to SMA100 support, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:27:12.058133
2026-06-12,LT.NS,pullback_sma50,11,4049.3,3822.56,4389.41,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Recent SMA50/SMA100 bullish crossover, Pullback to SMA50 (4d after golden cross), Pullback to SMA100 support, Weekly trend aligned (above Weekly EMA20), Outperforming index, Stochastic oversold pullback",2026-07-08T21:27:38.729547
2026-06-12,PIDILITIND.NS,macd_crossover,10,1535.5,1456.03,1654.7,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:27:38.730403
2026-06-12,MARUTI.NS,momentum_breakout,8,13366.0,12801.6,14212.6,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Outperforming index",2026-07-08T21:27:38.731173
2026-06-12,INDHOTEL.NS,macd_crossover,8,679.45,637.17,742.87,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Near 20-day high, Open-Low Same (conviction buy), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:27:38.731888
2026-06-12,INDIGO.NS,momentum_breakout,8,4709.7,4448.13,5102.06,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:27:38.732505
2026-06-15,ASIANPAINT.NS,momentum_breakout,10,2739.3,2614.87,2925.95,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:28:06.914263
2026-06-15,HDFCAMC.NS,pullback_sma50,10,2622.9,2484.62,2830.32,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Pullback to SMA50 (11d after golden cross), Open-Low Same (conviction buy), Pullback to SMA100 support, Weekly trend aligned (above Weekly EMA20), Outperforming index, Stochastic oversold pullback",2026-07-08T21:28:06.914962
2026-06-15,TRENT.NS,pullback_sma50,9,2901.1,2633.59,3302.37,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Pullback to SMA50 (12d after golden cross), Open-Low Same (conviction buy), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:28:06.915564
2026-06-15,MOTHERSON.NS,momentum,8,148.12,138.41,162.68,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:28:06.916144
2026-06-15,PIDILITIND.NS,macd_crossover,8,1571.0,1488.78,1694.33,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, Recent SMA50/SMA100 bullish crossover, Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:28:06.916738
2026-06-15,EICHERMOT.NS,momentum_breakout,8,7624.5,7260.32,8170.77,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:28:06.917317
2026-06-15,GAIL.NS,momentum_breakout,8,175.41,166.64,188.57,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:28:06.917891
2026-06-16,RECLTD.NS,pullback_sma50,11,356.55,337.51,385.11,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, Recent SMA50/SMA100 bullish crossover, Pullback to SMA50 (4d after golden cross), Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:28:40.209510
2026-06-16,HDFCAMC.NS,pullback_sma50,9,2658.6,2494.69,2904.47,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Pullback to SMA50 (12d after golden cross), Open-Low Same (conviction buy), Weekly trend aligned (above Weekly EMA20), Outperforming index, Stochastic oversold pullback",2026-07-08T21:28:40.210399
2026-06-16,DMART.NS,macd_crossover,8,4201.3,3933.29,4603.31,"RSI in healthy zone, MACD bullish crossover, Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Pullback to SMA100 support, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20)",2026-07-08T21:28:40.211022
2026-06-17,MAZDOCK.NS,momentum_breakout,13,2552.4,2417.93,2754.1,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Pullback to SMA100 support, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:29:15.911955
2026-06-17,HAL.NS,pullback_sma50,10,4460.5,4187.71,4869.68,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Near 20-day high, Pullback to SMA50 (13d after golden cross), Open-Low Same (conviction buy), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:29:15.912657
2026-06-17,CANBK.NS,momentum_breakout,10,135.24,127.64,146.64,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:29:15.913271
2026-06-17,TRENT.NS,macd_crossover,9,3102.8,2868.67,3454.0,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, Open-Low Same (conviction buy), Strong RSI momentum, Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:29:15.913865
2026-06-17,INDHOTEL.NS,momentum,9,699.1,667.2,746.95,"Uptrend (above rising SMA50), Near 20-day high, Recent SMA50/SMA100 bullish crossover, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:29:15.914441
2026-06-17,ENRIN.NS,momentum,8,3785.2,3480.12,4242.82,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:29:15.915007
2026-06-17,DMART.NS,momentum_breakout,8,4287.5,4073.31,4608.78,"RSI in healthy zone, MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Weekly trend aligned (above Weekly EMA20)",2026-07-08T21:29:15.915566
2026-06-18,MAXHEALTH.NS,momentum_breakout,10,1090.45,1035.02,1173.59,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Pullback to SMA100 support, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:29:42.069036
2026-06-18,ADANIENT.NS,momentum,8,3013.4,2852.76,3254.36,"Uptrend (above rising SMA50), ADX greater than 25, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:29:42.070029
2026-06-18,ASIANPAINT.NS,macd_crossover,8,2755.0,2612.32,2969.02,"Uptrend (above rising SMA50), MACD bullish crossover, Near 20-day high, ADX greater than 25, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:29:42.070650
2026-06-18,PIDILITIND.NS,momentum,8,1581.1,1519.36,1673.71,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:29:42.071243
2026-06-18,AXISBANK.NS,momentum,8,1360.1,1307.1,1439.6,"Uptrend (above rising SMA50), Near 20-day high, Recent SMA50/SMA100 bullish crossover, Open-Low Same (conviction buy), Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:29:42.071821
2026-06-18,INDIGO.NS,momentum,8,5011.8,4749.27,5405.59,"Uptrend (above rising SMA50), Near 20-day high, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:29:42.072388
2026-06-19,ADANIENT.NS,momentum_breakout,9,3038.4,2883.12,3271.32,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:30:09.450137
2026-06-19,ENRIN.NS,macd_crossover,9,3833.9,3473.69,4374.21,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Near 20-day high, ADX greater than 25, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:30:09.450849
2026-06-19,BHARTIARTL.NS,momentum_breakout,9,1910.8,1837.86,2020.21,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:30:09.451456
2026-06-19,INDHOTEL.NS,momentum_breakout,9,724.75,692.29,773.44,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Recent SMA50/SMA100 bullish crossover, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:30:09.452045
2026-06-19,PIDILITIND.NS,momentum,8,1579.9,1518.28,1672.33,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:30:09.452626
2026-06-19,APOLLOHOSP.NS,momentum,8,8489.5,8201.4,8921.65,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:30:09.453206
2026-06-19,SUNPHARMA.NS,macd_crossover,8,1838.3,1764.36,1949.21,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Near 20-day high, Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:30:09.453785
2026-06-22,RECLTD.NS,pullback_sma50,9,369.85,338.56,416.79,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Pullback to SMA50 (8d after golden cross), Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:30:36.977420
2026-06-22,ENRIN.NS,macd_crossover,8,3863.5,3508.52,4395.97,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Near 20-day high, ADX greater than 25, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:30:36.978093
2026-06-22,HAL.NS,pullback_sma50,8,4515.2,4218.2,4960.7,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, Pullback to SMA50 (16d after golden cross), Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:30:36.978629
2026-06-22,CIPLA.NS,momentum,8,1415.7,1359.24,1500.39,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Open-Low Same (conviction buy), Weekly trend aligned (above Weekly EMA20), Outperforming index, Bollinger Band lower support pullback",2026-07-08T21:30:36.979144
2026-06-23,ZYDUSLIFE.NS,momentum_breakout,9,1112.2,1061.21,1188.68,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:31:05.037589
2026-06-23,DRREDDY.NS,macd_crossover,8,1301.3,1237.61,1396.84,"Uptrend (above rising SMA50), RSI in healthy zone, MACD bullish crossover, Volume spike (>1.5x avg), Open-Low Same (conviction buy), Pullback to SMA100 support, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:31:05.038450
2026-06-24,UNITDSPR.NS,momentum_breakout,10,1359.1,1299.78,1448.08,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Pullback to SMA100 support, Weekly trend aligned (above Weekly EMA20), Outperforming index, NR7 narrow-range breakout",2026-07-08T21:31:32.508968
2026-06-24,ICICIBANK.NS,momentum,8,1373.6,1322.13,1450.8,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:31:32.509725
2026-06-24,INDIGO.NS,momentum_breakout,8,5207.2,4942.29,5604.57,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:31:32.510380
2026-06-24,SHREECEM.NS,momentum_breakout,8,26070.0,24892.99,27835.51,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:31:32.511024
2026-06-25,MAXHEALTH.NS,momentum_breakout,11,1123.35,1064.39,1211.79,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Recent SMA50/SMA100 bullish crossover, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:31:58.856235
2026-06-25,MOTHERSON.NS,momentum_breakout,10,151.71,142.19,165.99,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:31:58.856975
2026-06-25,LT.NS,momentum_breakout,9,4216.4,4061.62,4448.57,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:31:58.857571
2026-06-25,INDIGO.NS,momentum,8,5450.0,5167.2,5874.2,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:31:58.858160
2026-06-25,HDFCAMC.NS,pullback_sma50,8,2649.7,2530.89,2827.91,"Uptrend (above rising SMA50), RSI in healthy zone, Pullback to SMA50 (19d after golden cross), Open-Low Same (conviction buy), Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:31:58.858735
2026-06-29,ZYDUSLIFE.NS,momentum_breakout,12,1121.3,1074.09,1192.12,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:32:25.589254
2026-06-29,PIDILITIND.NS,momentum_breakout,12,1599.6,1542.17,1685.74,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:32:25.589961
2026-06-29,TRENT.NS,momentum,11,3258.3,3079.47,3526.55,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:32:25.590607
2026-06-29,ASIANPAINT.NS,pullback_sma50,11,2656.9,2536.11,2838.08,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), ADX greater than 25, Pullback to SMA50 (17d after golden cross), Open-Low Same (conviction buy), Weekly trend aligned (above Weekly EMA20), Stochastic oversold pullback, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:32:25.591233
2026-06-29,CIPLA.NS,momentum_breakout,11,1454.1,1397.46,1539.06,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:32:25.591858
2026-06-29,TORNTPHARM.NS,momentum_breakout,11,4657.6,4443.55,4978.68,"Uptrend (above rising SMA50), MACD bullish crossover, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:32:25.592469
2026-06-29,BAJFINANCE.NS,momentum,10,976.05,933.22,1040.29,"Uptrend (above rising SMA50), RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, NR7 narrow-range breakout",2026-07-08T21:32:25.593079
2026-06-30,TITAN.NS,momentum_breakout,9,4404.0,4217.8,4683.3,"RSI in healthy zone, Volume spike (>1.5x avg), Near 20-day high, Momentum Breakout (VCP + volume spike), Open-Low Same (conviction buy), Pullback to SMA100 support, Volume contracting (low selling pressure), Weekly trend aligned (above Weekly EMA20)",2026-07-08T21:32:55.134205
2026-07-01,ADANIENT.NS,momentum_breakout,9,3143.6,2977.2,3393.2,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, ADX greater than 25, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:33:22.445958
2026-07-01,ASIANPAINT.NS,pullback_sma50,9,2716.4,2536.92,2985.62,"Uptrend (above rising SMA50), RSI in healthy zone, ADX greater than 25, Pullback to SMA50 (19d after golden cross), Weekly trend aligned (above Weekly EMA20), Stochastic oversold pullback, Inside Bar breakout, EMA 21 support pullback",2026-07-08T21:33:22.446656
2026-07-01,ETERNAL.NS,momentum_breakout,9,279.7,264.32,302.77,"Uptrend (above rising SMA50), Volume spike (>1.5x avg), Near 20-day high, Recent SMA50/SMA100 bullish crossover, Momentum Breakout (VCP + volume spike), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:33:22.447262
2026-07-01,ADANIGREEN.NS,momentum,8,1535.0,1443.4,1672.4,"Uptrend (above rising SMA50), RSI in healthy zone, Near 20-day high, ADX greater than 25, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout, EMA 21 support pullback",2026-07-08T21:33:22.447863
2026-07-01,BOSCHLTD.NS,momentum,8,40785.0,38811.88,43744.68,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index, Inside Bar breakout",2026-07-08T21:33:22.448443
2026-07-01,BAJFINANCE.NS,momentum,8,1014.9,969.56,1082.91,"Uptrend (above rising SMA50), Near 20-day high, ADX greater than 25, Recent SMA50/SMA100 bullish crossover, Open-Low Same (conviction buy), Strong RSI momentum, Weekly trend aligned (above Weekly EMA20), Outperforming index",2026-07-08T21:33:22.449017
