symbol,signal_date,score,reasons,entry_price,rsi,stop_loss,target,outcome,exit_price,exit_date,days_held,return_pct
HDFCBANK.NS,2026-04-07,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),759.44,39.2,723.34,831.64,timeout,766.3253784179688,2026-04-29,15,0.91
HINDALCO.NS,2026-04-07,5,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),954.5,59.0,906.24,1051.02,target_hit,1051.02,2026-04-24,12,10.11
HINDZINC.NS,2026-04-07,4,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),529.08,47.7,497.72,591.81,target_hit,591.81,2026-04-16,6,11.86
INDHOTEL.NS,2026-04-07,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),600.4,44.1,568.03,665.14,target_hit,665.14,2026-04-20,8,10.78
INDIGO.NS,2026-04-07,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),4268.8,47.5,3987.34,4831.72,timeout,4345.2001953125,2026-04-29,15,1.79
ITC.NS,2026-04-07,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),290.53,44.9,281.05,309.5,timeout,307.86279296875,2026-04-29,15,5.97
JINDALSTEL.NS,2026-04-07,4,Uptrend (above rising SMA50); RSI in healthy zone; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),1168.2,52.1,1103.24,1298.12,target_hit,1298.12,2026-04-21,9,11.12
JIOFIN.NS,2026-04-07,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),235.33,45.9,223.61,258.77,timeout,250.7100067138672,2026-04-29,15,6.54
JSWSTEEL.NS,2026-04-07,4,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25,1151.9,47.1,1098.45,1258.8,target_hit,1258.8,2026-04-20,8,9.28
KOTAKBANK.NS,2026-04-07,4,MACD bullish crossover; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure),362.95,38.5,347.52,393.81,timeout,382.0,2026-04-29,15,5.25
LT.NS,2026-04-07,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),3687.28,49.9,3490.5,4080.85,target_hit,4080.85,2026-04-16,6,10.67
LTM.NS,2026-04-07,4,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,4383.75,50.5,4125.68,4899.89,timeout,4265.9306640625,2026-04-29,15,-2.69
MAZDOCK.NS,2026-04-07,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),2328.1,51.1,2166.2,2651.9,target_hit,2651.9,2026-04-20,8,13.91
NESTLEIND.NS,2026-04-07,3,RSI in healthy zone; MACD bullish crossover; ADX greater than 25,1222.8,50.3,1179.36,1309.68,target_hit,1309.68,2026-04-21,9,7.11
NSEI,2026-04-07,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),23123.65,43.4,22425.93,24519.09,target_hit,24519.09,2026-04-21,9,6.03
NTPC.NS,2026-04-07,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),368.85,47.4,354.2,398.15,target_hit,398.15,2026-04-20,8,7.94
ONGC.NS,2026-04-07,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),286.65,63.9,274.69,310.57,timeout,301.3999938964844,2026-04-29,15,5.15
PFC.NS,2026-04-07,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),407.4,52.6,383.82,454.56,target_hit,454.56,2026-04-16,6,11.58
POWERGRID.NS,2026-04-07,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),295.4,50.6,282.58,321.04,target_hit,321.04,2026-04-20,8,8.68
RECLTD.NS,2026-04-07,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),329.35,48.9,311.43,365.19,target_hit,365.19,2026-04-16,6,10.88
SHRIRAMFIN.NS,2026-04-07,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),930.65,45.3,865.33,1061.29,target_hit,1061.29,2026-04-21,9,14.04
SIEMENS.NS,2026-04-07,3,RSI in healthy zone; Recent SMA50/SMA100 bullish crossover; Volume contracting (low selling pressure),3075.5,47.3,2899.71,3427.08,target_hit,3427.08,2026-04-15,5,11.43
TATACONSUM.NS,2026-04-07,3,RSI in healthy zone; MACD bullish crossover; ADX greater than 25,1053.09,46.0,1010.08,1139.11,target_hit,1139.11,2026-04-22,10,8.17
TATAPOWER.NS,2026-04-07,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),387.7,52.4,369.52,424.06,target_hit,424.06,2026-04-16,6,9.38
TATASTEEL.NS,2026-04-07,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),194.13,52.7,184.43,213.52,target_hit,213.52,2026-04-28,14,9.99
TECHM.NS,2026-04-07,3,RSI in healthy zone; Near 20-day high; Volume contracting (low selling pressure),1473.4,60.5,1404.82,1610.56,stop_loss_hit,1404.82,2026-04-22,10,-4.65
TITAN.NS,2026-04-07,3,RSI in healthy zone; MACD bullish crossover; Weekly trend aligned (above Weekly EMA20),4230.6,56.8,4049.39,4593.02,timeout,4439.7998046875,2026-04-29,15,4.94
TMPV.NS,2026-04-07,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),306.16,40.1,289.5,339.48,target_hit,339.48,2026-04-10,3,10.88
TRENT.NS,2026-04-07,4,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,2544.91,56.1,2394.34,2846.04,target_hit,2846.04,2026-04-20,8,11.83
TVSMOTOR.NS,2026-04-07,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),3470.6,46.2,3302.53,3806.74,target_hit,3806.74,2026-04-10,3,9.69
ULTRACEMCO.NS,2026-04-07,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),10936.0,43.4,10410.96,11986.08,target_hit,11986.08,2026-04-20,8,9.6
UNIONBANK.NS,2026-04-07,4,RSI in healthy zone; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),171.88,45.1,160.52,194.6,target_hit,194.6,2026-04-22,10,13.22
VBL.NS,2026-04-07,3,MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),399.97,42.5,380.25,439.4,target_hit,439.4,2026-04-15,5,9.86
VEDL.NS,2026-04-07,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Weekly trend aligned (above Weekly EMA20),713.25,60.9,673.62,792.51,target_hit,792.51,2026-04-21,9,11.11
ABB.NS,2026-04-08,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Weekly trend aligned (above Weekly EMA20),6538.26,64.7,6227.53,7159.72,target_hit,7159.72,2026-04-20,7,9.5
ADANIENSOL.NS,2026-04-08,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Weekly trend aligned (above Weekly EMA20),1073.3,62.1,1005.84,1208.22,target_hit,1208.22,2026-04-16,5,12.57
ADANIENT.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,2042.89,56.3,1918.56,2291.54,target_hit,2291.54,2026-04-23,10,12.17
ADANIGREEN.NS,2026-04-08,6,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),1029.65,69.2,963.28,1162.39,target_hit,1162.39,2026-04-20,7,12.89
ADANIPORTS.NS,2026-04-08,3,RSI in healthy zone; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20),1447.2,56.1,1368.13,1605.34,target_hit,1605.34,2026-04-24,11,10.93
ADANIPOWER.NS,2026-04-08,6,Uptrend (above rising SMA50); Volume spike (>1.5x avg); Near 20-day high; Recent SMA50/SMA100 bullish crossover; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),169.31,72.8,159.7,188.53,target_hit,188.53,2026-04-16,5,11.35
AMBUJACEM.NS,2026-04-08,3,RSI in healthy zone; Volume spike (>1.5x avg); ADX greater than 25,444.55,50.7,418.8,496.05,timeout,442.0121154785156,2026-04-30,15,-0.57
APOLLOHOSP.NS,2026-04-08,3,RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),7401.5,48.0,7117.14,7970.22,timeout,7636.5,2026-04-30,15,3.18
ASIANPAINT.NS,2026-04-08,4,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25,2282.4,52.0,2177.67,2491.86,target_hit,2491.86,2026-04-20,7,9.18
AXISBANK.NS,2026-04-08,7,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Open-Low Same (conviction buy); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),1333.0,60.9,1270.74,1457.52,stop_loss_hit,1270.74,2026-04-30,15,-4.67
BAJAJ-AUTO.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),9236.02,54.0,8824.65,10058.76,timeout,9855.3037109375,2026-04-30,15,6.71
BAJAJFINSV.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Open-Low Same (conviction buy),1784.6,50.7,1699.86,1954.08,timeout,1747.199951171875,2026-04-30,15,-2.1
BAJAJHLDNG.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25,9970.0,53.6,9407.96,11094.08,timeout,10267.0,2026-04-30,15,2.98
BAJFINANCE.NS,2026-04-08,3,RSI in healthy zone; MACD bullish crossover; ADX greater than 25,915.05,55.1,861.64,1021.87,timeout,937.0,2026-04-30,15,2.4
BANKBARODA.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Open-Low Same (conviction buy),267.33,49.9,252.49,297.02,stop_loss_hit,252.49,2026-04-30,15,-5.55
BEL.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),433.1,52.3,412.81,473.68,timeout,431.29998779296875,2026-04-30,15,-0.42
BHARTIARTL.NS,2026-04-08,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),1861.6,51.9,1791.48,2001.84,timeout,1886.800048828125,2026-04-30,15,1.35
BOSCHLTD.NS,2026-04-08,6,Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),35935.0,65.5,33994.93,39815.14,timeout,35995.0,2026-04-30,15,0.17
BPCL.NS,2026-04-08,4,RSI bounced off oversold; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25,298.1,43.8,278.84,336.62,timeout,300.45001220703125,2026-04-30,15,0.79
CANBK.NS,2026-04-08,3,RSI in healthy zone; MACD bullish crossover; ADX greater than 25,134.75,52.4,126.69,150.86,timeout,130.35003662109375,2026-04-30,15,-3.27
CGPOWER.NS,2026-04-08,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Recent SMA50/SMA100 bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),726.3,59.9,686.99,804.92,target_hit,804.92,2026-04-21,8,10.82
CHOLAFIN.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25; Open-Low Same (conviction buy),1554.3,54.6,1459.0,1744.9,timeout,1562.9000244140625,2026-04-30,15,0.55
CIPLA.NS,2026-04-08,3,RSI bounced off oversold; Volume spike (>1.5x avg); ADX greater than 25,1204.6,35.8,1161.16,1291.48,target_hit,1291.48,2026-04-23,10,7.21
COALINDIA.NS,2026-04-08,3,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20),449.25,51.1,428.95,489.85,stop_loss_hit,428.95,2026-04-10,2,-4.52
CUMMINSIND.NS,2026-04-08,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),4796.3,56.7,4544.92,5299.06,target_hit,5299.06,2026-04-27,12,10.48
DLF.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25; Open-Low Same (conviction buy),572.85,54.8,539.88,638.79,timeout,587.0,2026-04-30,15,2.47
DMART.NS,2026-04-08,5,Uptrend (above rising SMA50); ADX greater than 25; Recent SMA50/SMA100 bullish crossover; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),4368.8,66.0,4157.08,4792.24,timeout,4585.89990234375,2026-04-30,15,4.97
EICHERMOT.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),7131.0,52.0,6752.38,7888.24,timeout,7109.0,2026-04-30,15,-0.31
ETERNAL.NS,2026-04-08,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),243.62,52.5,228.16,274.54,timeout,247.02999877929688,2026-04-30,15,1.4
GAIL.NS,2026-04-08,3,RSI in healthy zone; MACD bullish crossover; ADX greater than 25,153.3,56.7,145.37,169.16,timeout,163.22999572753906,2026-04-30,15,6.48
GODREJCP.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25; Open-Low Same (conviction buy),1069.83,52.2,1020.04,1169.42,timeout,1061.822021484375,2026-04-30,15,-0.75
GRASIM.NS,2026-04-08,6,RSI in healthy zone; MACD bullish crossover; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),2756.2,56.3,2632.32,3003.96,timeout,2794.5,2026-04-30,15,1.39
HAL.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),3907.5,53.3,3724.96,4272.58,target_hit,4272.58,2026-04-16,5,9.34
HCLTECH.NS,2026-04-08,4,RSI in healthy zone; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),1433.55,61.8,1368.88,1562.9,stop_loss_hit,1368.88,2026-04-22,9,-4.51
HDFCAMC.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; Near 20-day high; ADX greater than 25; Volume contracting (low selling pressure),2485.05,55.6,2341.87,2771.4,timeout,2654.539794921875,2026-04-30,15,6.82
HDFCBANK.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),802.82,50.6,764.48,879.51,stop_loss_hit,764.48,2026-04-24,11,-4.78
HDFCLIFE.NS,2026-04-08,4,RSI bounced off oversold; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25,596.18,38.4,568.48,651.57,timeout,584.815673828125,2026-04-30,15,-1.91
HINDALCO.NS,2026-04-08,3,RSI in healthy zone; MACD bullish crossover; Weekly trend aligned (above Weekly EMA20),951.8,58.3,903.81,1047.78,target_hit,1047.78,2026-04-16,5,10.08
HINDUNILVR.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25; Open-Low Same (conviction buy),2145.6,48.1,2062.19,2312.42,target_hit,2312.42,2026-04-21,8,7.77
HINDZINC.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),549.31,53.1,517.08,613.78,target_hit,613.78,2026-04-27,12,11.74
ICICIBANK.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; Near 20-day high; ADX greater than 25,1309.2,55.5,1257.56,1412.48,timeout,1263.4000244140625,2026-04-30,15,-3.5
INDHOTEL.NS,2026-04-08,6,RSI in healthy zone; MACD bullish crossover; Near 20-day high; ADX greater than 25; Open-Low Same (conviction buy); Volume contracting (low selling pressure),636.35,54.5,601.68,705.69,timeout,635.8499755859375,2026-04-30,15,-0.08
INDIGO.NS,2026-04-08,3,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high,4615.5,57.6,4303.23,5240.04,stop_loss_hit,4303.23,2026-04-30,15,-6.77
IOC.NS,2026-04-08,4,RSI bounced off oversold; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25,143.35,43.0,134.98,160.09,timeout,142.25,2026-04-30,15,-0.77
IRFC.NS,2026-04-08,3,RSI in healthy zone; Near 20-day high; ADX greater than 25,98.91,52.7,93.4,109.93,timeout,104.20999908447266,2026-04-30,15,5.36
ITC.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Volume contracting (low selling pressure),294.43,49.4,284.98,313.33,timeout,306.548583984375,2026-04-30,15,4.12
JINDALSTEL.NS,2026-04-08,6,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),1213.1,58.1,1146.9,1345.5,timeout,1223.0999755859375,2026-04-30,15,0.82
JIOFIN.NS,2026-04-08,3,RSI in healthy zone; Near 20-day high; ADX greater than 25,246.86,54.5,234.61,271.36,stop_loss_hit,234.61,2026-04-20,7,-4.96
JSWSTEEL.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Open-Low Same (conviction buy); Weekly trend aligned (above Weekly EMA20),1194.3,54.1,1139.02,1304.86,target_hit,1304.86,2026-04-28,13,9.26
KOTAKBANK.NS,2026-04-08,3,RSI in healthy zone; MACD bullish crossover; ADX greater than 25,380.15,50.9,363.87,412.71,timeout,383.29998779296875,2026-04-30,15,0.83
LODHA.NS,2026-04-08,4,RSI bounced off oversold; MACD bullish crossover; ADX greater than 25; Open-Low Same (conviction buy),778.85,42.7,723.15,890.25,target_hit,890.25,2026-04-22,9,14.3
LT.NS,2026-04-08,5,RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),3967.15,60.5,3751.67,4398.11,timeout,3975.173095703125,2026-04-30,15,0.2
LTM.NS,2026-04-08,3,RSI in healthy zone; Near 20-day high; ADX greater than 25,4463.19,53.5,4208.55,4972.46,stop_loss_hit,4208.55,2026-04-24,11,-5.71
M&M.NS,2026-04-08,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),3210.1,52.7,3041.19,3547.92,stop_loss_hit,3041.19,2026-04-23,10,-5.26
MARUTI.NS,2026-04-08,3,RSI in healthy zone; Volume spike (>1.5x avg); ADX greater than 25,13602.0,54.9,12970.38,14865.24,stop_loss_hit,12970.38,2026-04-13,3,-4.64
MAZDOCK.NS,2026-04-08,3,RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure),2395.0,54.6,2230.0,2725.0,target_hit,2725.0,2026-04-23,10,13.78
MOTHERSON.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),118.11,54.1,110.31,133.71,timeout,121.20999908447266,2026-04-30,15,2.62
MUTHOOTFIN.NS,2026-04-08,5,RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3473.93,56.6,3263.8,3894.18,timeout,3424.199951171875,2026-04-30,15,-1.43
NSEI,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; ADX greater than 25; Open-Low Same (conviction buy),23997.35,53.9,23252.88,25486.29,timeout,23997.55078125,2026-04-30,15,0.0
NTPC.NS,2026-04-08,3,Uptrend (above rising SMA50); RSI in healthy zone; Weekly trend aligned (above Weekly EMA20),374.15,51.7,359.76,402.93,target_hit,402.93,2026-04-22,9,7.69
ONGC.NS,2026-04-08,6,Uptrend (above rising SMA50); RSI in healthy zone; Volume spike (>1.5x avg); Near 20-day high; ADX greater than 25; Weekly trend aligned (above Weekly EMA20),285.5,62.3,273.0,310.5,timeout,299.54998779296875,2026-04-30,15,4.92
PFC.NS,2026-04-08,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Weekly trend aligned (above Weekly EMA20),417.65,56.8,393.78,465.39,target_hit,465.39,2026-04-16,5,11.43
PIDILITIND.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25,1355.0,49.2,1287.36,1490.28,timeout,1375.699951171875,2026-04-30,15,1.53
PNB.NS,2026-04-08,3,RSI in healthy zone; MACD bullish crossover; ADX greater than 25,108.0,48.7,101.69,120.62,timeout,106.26985931396484,2026-04-30,15,-1.6
POWERGRID.NS,2026-04-08,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),294.85,49.8,282.07,320.41,target_hit,320.41,2026-04-20,7,8.67
RECLTD.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Volume contracting (low selling pressure),342.65,55.4,324.35,379.25,target_hit,379.25,2026-04-20,7,10.68
SBIN.NS,2026-04-08,6,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),1042.66,48.7,991.0,1145.97,timeout,1049.5321044921875,2026-04-30,15,0.66
SHRIRAMFIN.NS,2026-04-08,6,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),1023.2,56.6,951.32,1166.96,stop_loss_hit,951.32,2026-04-28,13,-7.03
SIEMENS.NS,2026-04-08,8,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Recent SMA50/SMA100 bullish crossover; Pullback to SMA50 (3d after golden cross); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3226.1,55.9,3086.51,3505.28,target_hit,3505.28,2026-04-15,4,8.65
SOLARINDS.NS,2026-04-08,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),13662.0,54.2,12841.49,15303.02,target_hit,15303.02,2026-04-22,9,12.01
TATACAP.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Volume contracting (low selling pressure),326.4,54.1,311.58,356.04,timeout,333.1499938964844,2026-04-30,15,2.07
TATAPOWER.NS,2026-04-08,4,Uptrend (above rising SMA50); RSI in healthy zone; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),394.95,57.2,377.02,430.81,target_hit,430.81,2026-04-17,6,9.08
TATASTEEL.NS,2026-04-08,6,Uptrend (above rising SMA50); RSI in healthy zone; Near 20-day high; Open-Low Same (conviction buy); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),200.05,58.1,190.18,219.8,timeout,207.0892333984375,2026-04-30,15,3.52
TCS.NS,2026-04-08,3,RSI in healthy zone; Near 20-day high; ADX greater than 25,2524.96,55.1,2427.33,2720.23,stop_loss_hit,2427.33,2026-04-24,11,-3.87
TITAN.NS,2026-04-08,6,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),4492.5,66.8,4294.84,4887.82,timeout,4385.2001953125,2026-04-30,15,-2.39
TMPV.NS,2026-04-08,4,RSI in healthy zone; MACD bullish crossover; Volume spike (>1.5x avg); ADX greater than 25,332.0,54.0,313.52,368.95,timeout,338.74005126953125,2026-04-30,15,2.03
TRENT.NS,2026-04-08,3,RSI in healthy zone; Near 20-day high; ADX greater than 25,2599.49,58.9,2447.13,2904.22,target_hit,2904.22,2026-04-21,8,11.72
TVSMOTOR.NS,2026-04-08,5,RSI in healthy zone; MACD bullish crossover; Pullback to SMA100 support; Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),3701.4,57.2,3516.9,4070.4,stop_loss_hit,3516.9,2026-04-23,10,-4.98
ULTRACEMCO.NS,2026-04-08,3,RSI in healthy zone; MACD bullish crossover; ADX greater than 25,11603.0,53.6,11025.47,12758.06,timeout,11586.0,2026-04-30,15,-0.15
UNIONBANK.NS,2026-04-08,3,RSI in healthy zone; MACD bullish crossover; Weekly trend aligned (above Weekly EMA20),185.66,55.8,173.5,209.98,stop_loss_hit,173.5,2026-04-28,13,-6.55
VBL.NS,2026-04-08,3,RSI in healthy zone; ADX greater than 25; Volume contracting (low selling pressure),421.5,53.1,400.65,463.19,target_hit,463.19,2026-04-16,5,9.89
VEDL.NS,2026-04-08,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Weekly trend aligned (above Weekly EMA20),721.4,62.7,682.27,799.66,stop_loss_hit,682.27,2026-04-30,15,-5.42
ABB.NS,2026-04-09,6,Uptrend (above rising SMA50); MACD bullish crossover; Volume spike (>1.5x avg); Near 20-day high; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),6587.06,65.9,6281.61,7197.96,target_hit,7197.96,2026-04-20,6,9.27
ADANIENSOL.NS,2026-04-09,5,Uptrend (above rising SMA50); RSI in healthy zone; MACD bullish crossover; Near 20-day high; Weekly trend aligned (above Weekly EMA20),1078.75,62.7,1012.66,1210.93,target_hit,1210.93,2026-04-16,4,12.25
ADANIENT.NS,2026-04-09,4,RSI in healthy zone; MACD bullish crossover; Near 20-day high; ADX greater than 25,2039.59,56.0,1918.29,2282.18,target_hit,2282.18,2026-04-23,9,11.89
ADANIGREEN.NS,2026-04-09,5,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),1044.55,70.4,980.06,1173.53,target_hit,1173.53,2026-04-20,6,12.35
ADANIPORTS.NS,2026-04-09,3,RSI in healthy zone; Near 20-day high; Weekly trend aligned (above Weekly EMA20),1441.33,55.2,1363.53,1596.92,target_hit,1596.92,2026-04-21,7,10.79
ADANIPOWER.NS,2026-04-09,5,Uptrend (above rising SMA50); Near 20-day high; Recent SMA50/SMA100 bullish crossover; Strong RSI momentum; Weekly trend aligned (above Weekly EMA20),172.33,74.9,162.77,191.45,target_hit,191.45,2026-04-16,4,11.09
APOLLOHOSP.NS,2026-04-09,6,Uptrend (above rising SMA50); RSI in healthy zone; Pullback to SMA50 (14d after golden cross); Volume contracting (low selling pressure); Weekly trend aligned (above Weekly EMA20),7481.5,51.5,7270.7,7903.1,timeout,7636.5,2026-05-01,15,2.07
ASIANPAINT.NS,2026-04-09,3,RSI in healthy zone; Near 20-day high; ADX greater than 25,2269.6,50.8,2168.32,2472.16,target_hit,2472.16,2026-04-17,5,8.92
BAJAJ-AUTO.NS,2026-04-09,5,RSI in healthy zone; MACD bullish crossover; Near 20-day high; Pullback to SMA100 support; Weekly trend aligned (above Weekly EMA20),9384.92,57.0,8975.57,10203.63,timeout,9855.3037109375,2026-05-01,15,5.01
BAJAJFINSV.NS,2026-04-09,3,RSI in healthy zone; MACD bullish crossover; ADX greater than 25,1767.7,48.8,1685.21,1932.68,timeout,1747.199951171875,2026-05-01,15,-1.16
